label,Year,Month,include,freq,fixfreq,freqerr,Amp noise level,amp,fixamp,amperr,phase,brute,fixphase,phaseerr,Multiplet Freq,Multiplet Difference,Combination Difference,Combination Sum,Periods
f8112,2013,0,,1282.0489,,0.012,0,7.7614,,0.25056,,,,,"f8121, f8158, f8171, f8172","0.7228999999999814, 9.395899999999983, 1.8921000000000276, 3.30580000000009",,,780.0014492
f8006,2012,0,TRUE,1282.098636,FALSE,0.017697263,1.968314894,6.057904167,FALSE,0.311994123,0.648288289,FALSE,FALSE,0.008155475,,,,,
f8121,2013,0,,1282.7718,,0.0202,0,4.4889,,0.25272,,,,,"f8112, f8171, f8172","0.7228999999999814, 2.615000000000009, 4.028700000000072",,,779.5618831
f1612,1990,12,TRUE,1289.784816,FALSE,0.08436948,4.81294557,17.7571275,FALSE,0.75008883,0.38839107,FALSE,FALSE,0.006735312,,,,,
f1021,1988,12,,1290.7816,,0.0068,0,4.5999,,,,,,,,,,,774.7243995
f9015,2020,0,,1292.21,,0.1,0,7.4,,0.3,,,,,f9016,4.46,,,
f3300,1993,11,TRUE,1292.790046,FALSE,0.034674983,3.717362656,26.86278558,FALSE,0.477336178,0.530241261,FALSE,FALSE,0.002838754,,,,,
f9016,2020,0,,1296.67,,0.2,0,4,,0.3,,,,,f9015,4.46,,,
f6058,1993,9,,1297.296,,,0,8.7,,,,,,,,,,,770.834
f0506,1989,11,TRUE,1297.472614,FALSE,0.04982489,3.381870344,6.231043199,FALSE,0.384125638,0.85793438,FALSE,FALSE,0.009525014,,,,,
f6033,1989,9,,1297.589,,,0,1.5,,,,,,,,,,,770.66
f9100,2021,8,TRUE,1298.881564,FALSE,0.001922878,0.9027398,10.51604899,FALSE,0.087119036,0.452433228,FALSE,FALSE,0.00131995,,,,,
f3403,1993,12,TRUE,1305.289092,FALSE,0.049966897,3.47641073,12.2591326,FALSE,0.463370155,0.042831578,FALSE,FALSE,0.005985003,,,,,
f1105,1990,8,TRUE,1313.607701,FALSE,0.041720569,2.452934811,7.43975788,FALSE,0.392960413,0.673025321,FALSE,FALSE,0.008399947,,,,,
f1022,1988,12,,1313.7807,,0.0137,0,2.5284,,,,,,,,,,,761.1620417
f8173,2013,0,,1320.8295,,0.0289,0,2.7342,,0.22216,,,,,,,,,757.0999891
f2319,1991,9,TRUE,1321.995228,FALSE,0.059050799,3.814605342,5.299292586,FALSE,0.286052167,0.392586935,FALSE,FALSE,0.008562365,,,,,
f1116,1988,10,,1329.5886,,0.1377,0,1.5317,,,,,,,,,,,752.1123451
f1023,1988,12,,1332.5908,,0.0126,0,2.3947,,,,,,,,,,,750.4179077
f0114,1985,9,TRUE,1332.978828,FALSE,0.161935741,3.93177497,7.981492617,FALSE,0.823384918,0.566384986,FALSE,FALSE,0.016513608,,,,,
f1509,1990,11,TRUE,1342.856755,FALSE,0.091814205,3.975933877,4.822352775,FALSE,0.393799477,0.699529246,FALSE,FALSE,0.012943014,,,,,
f0212,1985,10,TRUE,1345.070595,FALSE,0.036526376,4.710128817,5.514588465,FALSE,0.503608131,0.257180441,FALSE,FALSE,0.014478049,,,,,
f1401,1990,10,TRUE,1358.482506,FALSE,0.015437387,3.552673163,8.163630141,FALSE,0.561957997,0.828130732,FALSE,FALSE,0.01098339,,,,,
f4102,2003,0,TRUE,1369.545677,FALSE,0.00743937,2.283799702,19.03592445,FALSE,0.329230317,0.953647469,FALSE,FALSE,0.002748795,,,,,
f1024,1988,12,,1369.6157,,0.0054,0,4.8117,,,,,,,,,,,730.1318173
f0115,1985,9,TRUE,1370.244893,FALSE,0.189476519,3.93177497,6.779084256,FALSE,0.828518652,0.049809675,FALSE,FALSE,0.019396122,,,,,
f9229,2022,9,TRUE,1371.422702,FALSE,0.011648401,0.664442269,1.324712541,FALSE,0.06924489,0.123499728,FALSE,FALSE,0.008322014,,,,,
f8007,2012,0,TRUE,1372.261051,FALSE,0.018450721,1.968314894,5.813000624,FALSE,0.31055867,0.793477948,FALSE,FALSE,0.008495605,,,,,
f8114,2013,0,,1372.3191,,0.0113,0,6.8054,,0.22453,,,,,f8148,1.0369,,,728.6934941
f8148,2013,0,,1373.356,,0.0212,0,3.6352,,0.22698,,,,,f8114,1.0369,,,728.1433219
f3101,1993,8,TRUE,1375.933007,FALSE,0.033736126,3.805958502,8.681702414,FALSE,0.386326004,0.422041241,FALSE,FALSE,0.00711822,,,,,
f2009,1989,7,,1397.03,,0.2534,0,3.671,,0.35179,,,,,,,,,
f9230,2022,9,TRUE,1401.594372,FALSE,0.018712901,0.664442269,0.824617337,FALSE,0.069249545,0.523664944,FALSE,FALSE,0.013369315,,,,,
f0001,1975,0,TRUE,1413.302579,FALSE,2.262234975,4.894468264,23.0489245,FALSE,1.386379531,0.060536292,FALSE,FALSE,0.00877783,,,,,
f1025,1988,12,,1432.225,,0.0083,0,2.3281,,,,,,,,,,,698.2143169
f1117,1988,10,,1446.7072,,0.1844,0,1.2906,,,,,,,,,,,691.2248726
f8163,2013,0,,1450.3514,,0.0279,0,2.6666,,0.21738,,,,,,,,,689.4880785
f1111,1990,8,TRUE,1453.048455,FALSE,0.112441087,2.452934811,2.744865464,FALSE,0.393119764,0.70480926,FALSE,FALSE,0.02270362,,,,,
f4100,2003,0,TRUE,1459.427448,FALSE,0.005386887,2.283799702,26.29528459,FALSE,0.328528688,0.216167042,FALSE,FALSE,0.00198551,,,,,
f8206,2017,10,TRUE,1460.874775,FALSE,0.07704465,4.970141408,8.799857373,FALSE,1.074316292,0.330554056,FALSE,FALSE,0.019252954,,,,,
f8104,2013,0,,1462.693,,0.0058,0,12.909,,0.21694,,,,,,,,,683.6704626
f8003,2012,0,TRUE,1462.695094,FALSE,0.008531341,1.968314894,12.58841852,FALSE,0.31019606,0.163039998,FALSE,FALSE,0.00392017,,,,,
f9234,2022,9,TRUE,1463.447648,FALSE,0.02122485,0.664442269,0.727614332,FALSE,0.069276197,0.802390544,FALSE,FALSE,0.015159866,,,,,
f6002,1985,8,,1464.36,,,0,5.5,,,,,,,,,,,682.892
f0003,1975,0,TRUE,1464.567589,FALSE,2.512040528,4.894468264,20.96661334,FALSE,1.398433973,0.099753532,FALSE,FALSE,0.009708924,,,,,
f9127,2021,8,TRUE,1469.528167,FALSE,0.010681226,0.9027398,1.828996073,FALSE,0.08730752,0.128162047,FALSE,FALSE,0.007239343,f9104,4.531586103,,,
f9020,2020,0,,1470.77,,0.02,0,5.1,,0.3,,,,,,,,,
f0403,1989,12,TRUE,1471.059903,FALSE,0.032025424,2.763154899,9.573858935,FALSE,0.354820122,0.885294962,FALSE,FALSE,0.005893384,,,,,
f0600,1989,10,TRUE,1471.115751,FALSE,0.00668581,1.792425168,15.19653929,FALSE,0.221499011,0.678081898,FALSE,FALSE,0.00231432,,,,,
f0500,1989,11,TRUE,1471.150158,FALSE,0.02395389,3.381870344,12.5843172,FALSE,0.380854627,0.690522254,FALSE,FALSE,0.004745622,,,,,
f6060,1993,9,,1474.044,,,0,9.7,,,,,,,,,,,678.406
f9104,2021,8,TRUE,1474.059753,FALSE,0.005952862,0.9027398,3.315383768,FALSE,0.087330351,0.275809066,FALSE,FALSE,0.004200643,f9127,4.531586103,,,
f3303,1993,11,TRUE,1474.70429,FALSE,0.064214842,3.717362656,13.23396004,FALSE,0.47357,0.489491754,FALSE,FALSE,0.005705253,,,,,
f1508,1990,11,TRUE,1474.938921,FALSE,0.069987733,3.975933877,6.33372497,FALSE,0.393139551,0.488581804,FALSE,FALSE,0.009864925,,,,,
f9233,2022,9,TRUE,1475.164466,FALSE,0.009598766,0.664442269,1.610625935,FALSE,0.069326591,0.524207651,FALSE,FALSE,0.006859049,f9232,"6.19271225385819, 6.322737422044156",,,
f9232,2022,9,TRUE,1481.357179,FALSE,0.008375782,0.664442269,1.847641288,FALSE,0.069391026,0.151468232,FALSE,FALSE,0.005981497,"f9233, f9235","6.19271225385819, 6.322737422044156",,,
f9235,2022,9,TRUE,1487.679916,FALSE,0.014699139,0.664442269,1.052120214,FALSE,0.069378562,0.114547216,FALSE,FALSE,0.010495543,f9232,,,,
f0116,1985,9,TRUE,1487.953455,FALSE,0.229079486,3.93177497,5.463515467,FALSE,0.824145371,0.642245133,FALSE,FALSE,0.023882591,,,,,
f3402,1993,12,TRUE,1488.951565,FALSE,0.039275158,3.47641073,15.63035184,FALSE,0.461609156,0.487935983,FALSE,FALSE,0.004702306,,,,,
f1118,1988,10,,1504.253,,0.3141,0,0.78356,,,,,,,,,,,664.7817887
f0307,1989,8,TRUE,1510.873151,FALSE,0.035195969,1.81786994,3.373698991,FALSE,0.248692002,0.872242522,FALSE,FALSE,0.011975422,,,,,
f0207,1985,10,TRUE,1516.958471,FALSE,0.023917723,4.710128817,8.428116103,FALSE,0.501823156,0.231485447,FALSE,FALSE,0.009497264,,,,,
f9005,2018,0,,1519.09,,0.04,0,4.35,,0.5,,,,,,,,,
f7022,2008,9,TRUE,1522.545029,,0.03532949,0,8.42235356,,,,,,,,,,,656.7950247
f9202,2022,9,TRUE,1522.861977,FALSE,0.001564595,0.664442269,9.47173188,FALSE,0.069315922,0.209449215,FALSE,FALSE,0.0011649,f9236,7.791852686,,,
f8004,2012,0,TRUE,1523.424199,FALSE,0.012397013,1.968314894,8.674815224,FALSE,0.310364701,0.06249007,FALSE,FALSE,0.005693892,,,,,
f8107,2013,0,,1523.4293,,0.0083,0,8.9111,,0.21121,,,,,f8110,7.0751,,,656.4137896
f8104,2013,8,TRUE,1524.223975,FALSE,0.430240297,6.961304592,13.14297516,FALSE,1.029354026,0.859823222,FALSE,FALSE,0.012447234,,,,,
f6034,1989,9,,1525.724,,,0,2.4,,,,,,,,,,,655.427
f9103,2021,8,TRUE,1526.587773,FALSE,0.004107565,0.9027398,4.984218392,FALSE,0.087201866,0.334646546,FALSE,FALSE,0.00279517,f9125,3.662523286,,,
f1026,1988,12,,1528.712,,0.0136,0,1.6152,,,,,,,,,,,654.1454506
f0117,1985,9,TRUE,1529.659225,FALSE,0.21118012,3.93177497,6.007872318,FALSE,0.820234039,0.858813039,FALSE,FALSE,0.021794695,,,,,
f9125,2021,8,TRUE,1530.250296,FALSE,0.00449803,0.9027398,4.676211178,FALSE,0.087210313,0.799860553,FALSE,FALSE,0.003060864,f9103,3.662523286,,,
f8110,2013,0,,1530.5044,,0.011,0,6.7825,,0.21106,,,,,f8107,7.0751,,,653.3793696
f9236,2022,9,TRUE,1530.65383,FALSE,0.003199673,0.664442269,4.826478037,FALSE,0.069304387,0.525644206,FALSE,FALSE,0.002286473,"f9202, f9237","7.79185268632204, 9.295394801014936",,,
f8203,2017,10,TRUE,1530.855212,FALSE,0.04967993,4.970141408,13.68147021,FALSE,1.072155771,0.461468455,FALSE,FALSE,0.012381693,,,,,
f9237,2022,9,TRUE,1539.949225,FALSE,0.010569407,0.664442269,1.460491003,FALSE,0.069290296,0.07956962,FALSE,FALSE,0.007551928,f9236,9.295394801,,,
f6003,1985,8,,1541.46,,,0,7.8,,,,,,,,,,,648.736
f1027,1988,12,,1568.3573,,0.0126,0,2.5213,,,,,,,,,,,637.60981
f1028,1988,12,,1601.4296,,0.0043,0,9.2737,,,,,,,"f1029, f1030","2.82030000000008, 6.236400000000003",,,624.442061
f1029,1988,12,,1604.4296,,0.0073,0,7.0252,,,,,,,"f1028, f1030","2.82030000000008, 3.416099999999915",,,623.3442807
f3200,1993,7,TRUE,1606.42799,FALSE,2.964029049,7.980671967,44.33460976,FALSE,0.788066268,0.277131808,FALSE,FALSE,0.002848144,,,,,
f1030,1988,12,,1607.666,,0.021,0,2.3232,,,,,,,"f1028, f1029","6.236400000000003, 3.41609999999991",,,622.0197479
f1120,1988,10,,1625.5701,,0.3835,0,13.108,,,,,,,"f1119, f1121","4.20029999999997, 2.5172999999999774 ",,,615.1687952
f1031,1988,12,,1625.6725,,0.0014,0,34.728,,,,,,,f1032,8.5582,,,615.1300462
f6020,1988,11,,1625.712,,,0,58,,,,,,,,,,,615.115
f8188,2013,0,,1626.6904,,0.0333,0,2.274,,0.21752,,,,,,,,,614.7451291
f0200,1985,10,TRUE,1626.932601,FALSE,0.005108302,4.710128817,39.29940653,FALSE,0.504218873,0.081646478,FALSE,FALSE,0.002030818,,,,,
f0101,1985,9,TRUE,1627.526507,FALSE,0.034433736,3.93177497,36.5218245,FALSE,0.819107903,0.802837253,FALSE,FALSE,0.003571805,,,,,
f6004,1985,8,,1627.86,,,0,31.3,,,,,,,,,,,614.303
f1121,1988,10,,1628.0874,,1.3581,0,3.4403,,,,,,,"f1119, f1120","6.71759999999994, 2.5172999999999774",,,614.2176397
f8207,2017,10,TRUE,1628.08999,FALSE,0.094761971,4.970141408,7.10657306,FALSE,1.060835158,0.024821044,FALSE,FALSE,0.023846729,,,,,
f9200,2022,9,TRUE,1628.166558,FALSE,0.000911411,0.664442269,16.10995479,FALSE,0.069248637,0.121103146,FALSE,FALSE,0.000684289,,,,,
f0000,1975,0,TRUE,1629.240443,FALSE,0.685886367,4.894468264,47.44878873,FALSE,1.149472185,0.234649342,FALSE,FALSE,0.003820934,,,,,
f4002,1994,5,TRUE,1630.308739,FALSE,0.168662731,9.062693998,28.40757059,FALSE,2.173454216,0.596849126,FALSE,FALSE,0.012042794,,,,,
f3400,1993,12,TRUE,1631.776505,FALSE,0.017329509,3.47641073,35.35644217,FALSE,0.461510453,0.536459561,FALSE,FALSE,0.002075186,,,,,
f3301,1993,11,TRUE,1632.329158,FALSE,0.031183551,3.717362656,27.19192332,FALSE,0.472581948,0.04559276,FALSE,FALSE,0.00276173,,,,,
f6061,1993,9,,1632.788,,,0,31.6,,,,,,,"f6062, f6063","4.632, 9.422",,,612.449
f3100,1993,8,TRUE,1633.547071,FALSE,0.008391889,3.805958502,34.68054346,FALSE,0.387390736,0.82718681,FALSE,FALSE,0.001773894,,,,,
f9126,2021,8,TRUE,1633.801777,FALSE,0.004236049,0.9027398,4.92798833,FALSE,0.087313016,0.96975293,FALSE,FALSE,0.002869173,"f9102, f9128","3.74984758279742, 8.580345088486638",,,
f1032,1988,12,,1634.2307,,0.0058,0,9.0953,,,,,,,f1031,8.5582,,,611.9087103
f6062,1993,9,,1637.42,,,0,8.2,,,,,,,"f6061, f6063","4.632, 4.79",,,610.717
f9102,2021,8,TRUE,1637.551625,FALSE,0.004041068,0.9027398,4.977694742,FALSE,0.087283909,0.571015806,FALSE,FALSE,0.002735112,"f9126, f9128","3.74984758279742, 4.830497505689209",,,
f2408,1991,10,TRUE,1638.588797,FALSE,0.275843053,2.956300422,4.753400606,FALSE,0.369019733,0.271026934,FALSE,FALSE,0.012400447,,,,,
f6051,1992,9,,1638.67,,,0,10.6,,,,,,,,,,,610.251
f8005,2012,0,TRUE,1638.949658,FALSE,0.016418311,1.968314894,6.536441201,FALSE,0.30989344,0.352441703,FALSE,FALSE,0.007537048,,,,,
f8111,2013,0,,1638.9753,,0.0126,0,6.2681,,0.21851,,,,,f8152,9.4108,,,610.1373218
f6063,1993,9,,1642.21,,,0,8.5,,,,,,,"f6061, f6062","9.422, 4.79",,,608.935
f9128,2021,8,TRUE,1642.382122,FALSE,0.007842386,0.9027398,2.646194813,FALSE,0.0872993,0.867129755,FALSE,FALSE,0.005324975,"f9102, f9126","4.8304975056892, 8.580345088486638",,,
f0616,1989,10,TRUE,1644.458507,FALSE,0.039917934,1.792425168,2.543579315,FALSE,0.219703926,0.398952214,FALSE,FALSE,0.013787462,,,,,
f8152,2013,0,,1648.3861,,0.0294,0,2.6842,,0.21289,,,,,f8111,9.4108,,,606.6539872
f9238,2022,9,TRUE,1649.453404,FALSE,0.011075823,0.664442269,1.393046648,FALSE,0.069242477,0.517682311,FALSE,FALSE,0.007913835,,,,,
f1033,1988,12,,1671.5825,,0.0117,0,3.3971,,,,,,,f1034,5.707,,,598.2355044
f1034,1988,12,,1677.2895,,0.0141,0,1.7821,,,,,,,f1033,5.707,,,596.2
f0511,1989,11,TRUE,1724.781575,FALSE,0.071694304,3.381870344,3.816591766,FALSE,0.367121997,0.254215291,FALSE,FALSE,0.015274659,,,,,
f1035,1988,12,,1728.1327,,0.0135,0,1.7545,,,,,,,,,,,578.6592662
f9118,2021,8,TRUE,1745.248666,FALSE,0.015641844,0.9027398,1.305247291,FALSE,0.087134163,0.8986807,FALSE,FALSE,0.010637233,,,,,
f7023,2008,9,TRUE,1750.602458,,0.76113693,0,3.6247772,,,,,,,,,,,571.2319181
f9105,2021,8,TRUE,1756.077687,FALSE,0.007340512,0.9027398,2.771241615,FALSE,0.087135068,0.102386925,FALSE,FALSE,0.004992229,,,,,
f8214,2017,10,TRUE,1759.847485,FALSE,0.117640896,4.970141408,5.781490274,FALSE,1.069775181,0.865862735,FALSE,FALSE,0.029576421,,,,,
f0315,1989,8,TRUE,1778.112268,FALSE,0.040850043,1.81786994,2.863740229,FALSE,0.248723876,0.521209054,FALSE,FALSE,0.013903632,,,,,
f1036,1988,12,,1782.4229,,0.0123,0,1.5597,,,,,,,,,,,561.0340846
f6064,1993,9,,1811.784,,,0,4.4,,,,,,,,,,,551.942
f0214,1985,10,TRUE,1833.111778,FALSE,0.037543143,4.710128817,5.410932542,FALSE,0.502759752,0.691636372,FALSE,FALSE,0.014900902,,,,,
f9004,2018,0,,1835.73,,0.03,0,5.9,,0.5,,,,,,,,,
f8215,2017,10,TRUE,1835.800846,FALSE,0.128056335,4.970141408,5.317575548,FALSE,1.065260991,0.567794446,FALSE,FALSE,0.03221082,,,,,
f8137,2013,0,,1835.9809,,0.0199,0,3.6548,,0.20868,,,,,,,,,544.6679756
f8008,2012,0,TRUE,1835.982486,FALSE,0.026702115,1.968314894,4.016971062,FALSE,0.309490867,0.174156789,FALSE,FALSE,0.012278356,,,,,
f9106,2021,8,TRUE,1836.734947,FALSE,0.009361744,0.9027398,2.174907608,FALSE,0.087119322,0.686840488,FALSE,FALSE,0.006367857,,,,,
f9014,2020,0,,1838.06,,0.01,0,7.3,,0.3,,,,,,,,,
f7024,2008,9,TRUE,1842.063739,,0.64283125,0,4.65582601,,,,,,,f7025,6.95433391,,,542.86938
f3103,1993,8,TRUE,1847.557515,FALSE,0.041653322,3.805958502,6.990828739,FALSE,0.387308376,0.807201022,FALSE,FALSE,0.008802584,,,,,
f7025,2008,9,TRUE,1849.018073,,0.12867113,0,6.23424016,,,,,,,f7024,6.95433391,,,540.8275963
f1037,1988,12,,1887.0212,,0.014,0,1.4097,,,,,,,,,,,529.9357527
f2001,1989,7,,1897.0535,,0.1182,0,8.6243,,0.3562,,,,,,,,,
f1123,1988,10,,1906.0036,,0.3132,0,0.70955,,,,,,,,,,,524.6579807
f1038,1988,12,,1956.5851,,0.134,0,1.9418,,,,,,,,,,,511.0945596
f2006,1989,7,,1976.0251,,0.198,0,5.4238,,0.35936,,,,,,,,,
f6035,1989,9,,1986.215,,,0,8.6,,,,,,,,,,,503.47
f9124,2021,8,TRUE,1986.875863,FALSE,0.016729999,0.9027398,1.216016202,FALSE,0.08714271,0.214659021,FALSE,FALSE,0.011375942,,,,,
f1039,1988,12,,1988.53,,0.0106,0,3.6633,,,,,,,,,,,502.88404
f3319,1993,11,TRUE,1993.302541,FALSE,0.174767184,3.717362656,4.857409699,FALSE,0.472454589,0.411038552,FALSE,FALSE,0.015455701,,,,,
f6021,1988,11,,1998.282,,,0,8,,,,,,,,,,,500.43
f9002,2018,0,,1999.522,,0.008,0,17.8,,0.5,,,,,,,,,
f8201,2017,10,TRUE,1999.556613,FALSE,0.034339498,4.970141408,19.39815212,FALSE,1.057425552,0.321870554,FALSE,FALSE,0.008696884,,,,,
f7026,2008,9,TRUE,1999.566955,,0.59721378,0,6.27127078,,,,,,,f7027,6.96324249,,,500.1082848
f9209,2022,9,TRUE,1999.743895,FALSE,0.002122108,0.664442269,7.012127923,FALSE,0.069377499,0.740136088,FALSE,FALSE,0.001573713,f9241,6.781136303,,,
f8102,2013,0,,2000.0319,,0.005,0,14.603,,0.20882,,,,,,,,,499.9920251
f8001,2012,0,TRUE,2000.053324,FALSE,0.007223523,1.968314894,14.83784136,FALSE,0.309773318,0.629761167,FALSE,FALSE,0.003319699,,,,,
f8101,2013,8,TRUE,2000.436829,FALSE,0.199430008,6.961304592,28.52109324,FALSE,1.029621695,0.930964422,FALSE,FALSE,0.005741008,,,,,
f9011,2020,0,,2001.02,,0.01,0,15.1,,0.3,,,,,,,,,
f9101,2021,8,TRUE,2001.064366,FALSE,0.002027785,0.9027398,10.02609157,FALSE,0.087419563,0.265764657,FALSE,FALSE,0.001387851,f9123,5.339747182,,,
f0601,1989,10,TRUE,2001.185957,FALSE,0.007742253,1.792425168,13.09779497,FALSE,0.220174704,0.012011416,FALSE,FALSE,0.002670912,,,,,
f1124,1988,10,,2001.5628,,0.5159,0,1.2277,,,,,,,,,,,499.6096051
f0203,1985,10,TRUE,2003.787786,FALSE,0.017179037,4.710128817,11.77683649,FALSE,0.503487121,0.469483383,FALSE,FALSE,0.006827445,,,,,
f9123,2021,8,TRUE,2006.404113,FALSE,0.009687277,0.9027398,2.130807713,FALSE,0.087441899,0.038527236,FALSE,FALSE,0.006590839,f9101,5.339747182,,,
f9241,2022,9,TRUE,2006.525032,FALSE,0.008435779,0.664442269,1.834421365,FALSE,0.069360304,0.312998983,FALSE,FALSE,0.006017314,"f9242, f9209","7.38883395371181, 6.78113630322332",,,
f7027,2008,9,TRUE,2006.530197,,0.05681559,0,7.42604527,,,,,,,f7026,6.96324249,,,498.3727638
f0106,1985,9,TRUE,2006.796977,FALSE,0.113642589,3.93177497,10.80898847,FALSE,0.816165107,0.094297651,FALSE,FALSE,0.012014181,,,,,
f1040,1988,12,,2010.7275,,0.0071,0,5.1932,,,,,,,,,,,497.3324332
f9242,2022,9,TRUE,2013.913866,FALSE,0.012091623,0.664442269,1.277512524,FALSE,0.069295411,0.657496351,FALSE,FALSE,0.008634771,f9241,7.388833954,,,
f9122,2021,8,TRUE,2016.596423,FALSE,0.00819256,0.9027398,2.49499734,FALSE,0.087162363,0.716670236,FALSE,FALSE,0.005574063,,,,,
f1125,1988,10,,2016.6358,,0.1603,0,3.9566,,,,,,,,,,,495.8753584
f6036,1989,9,,2020.05,,,0,11.8,,,,,,,,,,,495.037
f0300,1989,8,TRUE,2024.937371,FALSE,0.007249126,1.81786994,16.06134618,FALSE,0.248274426,0.768722907,FALSE,FALSE,0.002469808,,,,,
f1126,1988,10,,2030.579,,0.408,0,2.3221,,,,,,,,,,,492.4703742
f1041,1988,12,,2044.9019,,0.0083,0,2.869,,,,,,,,,,,489.0210137
f9243,2022,9,TRUE,2045.876799,FALSE,0.018365455,0.664442269,0.840165998,FALSE,0.069258536,0.39492879,FALSE,FALSE,0.013124038,,,,,
f1042,1988,12,,2064.5711,,0.0126,0,1.7606,,,,,,,,,,,484.3621031
f0401,1989,12,TRUE,2085.867414,FALSE,0.023318046,2.763154899,13.13415902,FALSE,0.353279182,0.472931936,FALSE,FALSE,0.004280944,,,,,
f2000,1989,7,,2094.3364,,0.1012,0,9.6569,,0.35631,,,,,,,,,
f6022,1988,11,,2105.664,,,0,4.8,,,,,,,,,,,474.91
f1043,1988,12,,2108.9381,,0.0051,0,4.4961,,,,,,,,,,,474.172286
f1127,1988,10,,2119.102,,0.2617,0,1.4795,,,,,,,,,,,471.8980021
f8103,2013,8,TRUE,2127.542158,FALSE,0.377689339,6.961304592,15.19588563,FALSE,1.026584606,0.80049105,FALSE,FALSE,0.010819736,,,,,
f0504,1989,11,TRUE,2131.346831,FALSE,0.032943827,3.381870344,8.327154636,FALSE,0.364966038,0.501394467,FALSE,FALSE,0.006976133,,,,,
f2611,1991,12,TRUE,2137.920333,FALSE,0.167450741,4.171581856,5.133698384,FALSE,0.55641701,0.70267832,FALSE,FALSE,0.017436376,,,,,
f1128,1988,10,,2155.8137,,0.1873,0,1.7053,,,,,,,,,,,463.8619747
f1044,1988,12,,2165.4195,,0.0073,0,3.1921,,,,,,,f1045,5.9788,,,461.8042832
f1045,1988,12,,2171.3983,,0.0107,0,2.4774,,,,,,,f1044,5.9788,,,460.532736
f9245,2022,9,TRUE,2176.219151,FALSE,0.019416165,0.664442269,0.794717192,FALSE,0.069254692,0.737185748,FALSE,FALSE,0.013874353,,,,,
f8195,2013,0,,2187.0818,,0.0378,0,2.2256,,0.22507,,,,,f8159,2.2838,,,457.2302691
f8159,2013,0,,2189.3656,,0.0339,0,2.3802,,0.22009,,,,,f8195,2.2838,,,456.753317
f1129,1988,10,,2193.2797,,0.1506,0,2.207,,,,,,,,,,,455.9382007
f0617,1989,10,TRUE,2197.867679,FALSE,0.043498629,1.792425168,2.328854446,FALSE,0.219988168,0.446313826,FALSE,FALSE,0.015008647,,,,,
f0216,1985,10,TRUE,2218.537759,FALSE,0.040447649,4.710128817,4.983991439,FALSE,0.507826995,0.560675963,FALSE,FALSE,0.016058804,,,,,
f4118,2003,0,TRUE,2258.838027,FALSE,0.051850604,2.283799702,2.75049094,FALSE,0.329707063,0.997164171,FALSE,FALSE,0.019077442,,,,,
f2007,1989,7,,2260.7306,,0.1817,0,5.169,,0.35171,,,,,,,,,
f9246,2022,9,TRUE,2270.779621,FALSE,0.022523545,0.664442269,0.685055386,FALSE,0.069256397,0.120135222,FALSE,FALSE,0.016095453,,,,,
f1048,1988,12,,2277.3655,,0.0065,0,2.9886,,,,,,,,,,,439.103868
f1112,1990,8,TRUE,2277.556016,FALSE,0.089585135,2.452934811,3.495138921,FALSE,0.392581695,0.94644359,FALSE,FALSE,0.01787936,,,,,
f1131,1988,10,,2281.0397,,0.5088,0,0.94132,,,,,,,f1130,7.7064,,,438.3965785
f8143,2013,0,,2293.4403,,0.0271,0,3.0268,,0.21689,,,,,"f8136, f8184","4.1315999999997, 3.316399999999703",,,436.0261743
f8184,2013,0,,2296.7567,,0.0375,0,2.5649,,0.23245,,,,,"f8136, f8143","0.815200000000004, 3.316399999999703",,,435.3965747
f8136,2013,0,,2297.5719,,0.03,0,3.1172,,0.2375,,,,,"f8143, f8184","4.1315999999997075, 0.8152000000000044",,,435.2420919
f0141,1985,9,TRUE,2298.799583,FALSE,0.278358585,3.93177497,5.564112745,FALSE,0.835913138,0.125862058,FALSE,FALSE,0.023876057,,,,,
f2506,1991,11,TRUE,2302.173411,FALSE,0.048213919,2.161875091,6.289928467,FALSE,0.257702477,0.135451569,FALSE,FALSE,0.006526336,,,,,
